0,tweet,pos_neg,prep,polarity,subjectivity,bayes_prediction
0,Guten Morgan!!! Gosh!! Just slept only 4 n half hour..  head to hospital deliver the breakfast...,neg,Guten Morgan!!! Gosh!! Just slept only 4 n half hour..  head to hospital deliver the breakfast...,-0.08333333333333333,0.5833333333333334,neg
0,@La_La18 yes! I luv them &amp; hate them @ the same time! ,neg, yes! I luv them amp hate them  the same time! ,-0.4,0.5125,neg
0,@itsmeleighton sorry about what you will have to go through   stay strong!~,neg, sorry about what you will have to go through   stay strong!,0.020833333333333315,0.8666666666666667,neg
4,"@rmilana You made that one..? It rocks! glad that #coffeeclub has a blog now, In september maybe we can move to our own domain ",pos, You made that one..? It rocks! glad that coffeeclub has a blog now In september maybe we can move to our own domain ,0.55,1.0,pos
4,Going to the puppy park!  Yay!  I even got @suss2hyphens to go! ,pos,Going to the puppy park!  Yay!  I even got  to go! ,0.0,0.0,pos
4,@MySears insanely organized...like a disease LOL! But definately beautified today! A massage would be nice too! ,pos, insanely organized...like a disease LOL! But definately beautified today! A massage would be nice too! ,0.25,0.9,neg
0,@Rochellewiseman I can only see the necklace ,neg, I can only see the necklace ,0.0,1.0,pos
4,@StephenMulhern I think you shuld try Irn Bru! it's gorg! see you on the 23rd in Aberdeen! cuming to get a photo with u!LoL  carole x,pos, I think you shuld try Irn Bru! its gorg! see you on the 23rd in Aberdeen! cuming to get a photo with u!LoL  carole x,0.0,0.0,pos
4,@stargazer60 cool  I'll watch that next week.,pos, cool  Ill watch that next week.,-0.05000000000000001,0.5499999999999999,pos
0,"what a lovely day, sun is shining, shame im stuck in work ",neg,what a lovely day sun is shining shame im stuck in work ,0.5,0.75,neg
0,"@theretz I'd go for that. unfortunatley, we're big kids now  what are you doing tweeting at 2:30 in the am about crazy dreams???",neg, Id go for that. unfortunatley were big kids now  what are you doing tweeting at 230 in the am about crazy dreams???,-0.3,0.5,pos
4,Enjoying the quiet! I have learned to chrerish the quiet moments.  They are difficult to come by with 3 children ,pos,Enjoying the quiet! I have learned to chrerish the quiet moments.  They are difficult to come by with 3 children ,0.0,0.5666666666666667,pos
0,"but iï¿½ve to see the bitch too, that bitch that made me crying and crying !!! ",neg,but iï½ve to see the bitch too that bitch that made me crying and crying !!! ,-0.2953125,0.6,neg
0,"home internet is acting up this weekend, so online on BBerry instead - won't be able to post my #followfridays until it's back up ",neg,home internet is acting up this weekend so online on BBerry instead  wont be able to post my followfridays until its back up ,0.16666666666666666,0.20833333333333331,neg
0,Why am I working on sunday? I think everybody should be in bed as long as possible! Including meeee!!! ,neg,Why am I working on sunday? I think everybody should be in bed as long as possible! Including meeee!!! ,-0.025,0.7,pos
4,@teethinthegrass ahahaha yessss  thanks darlin' that just made me laugh ,pos, ahahaha yessss  thanks darlin that just made me laugh ,0.25,0.15000000000000002,pos
0,why is it raining!!  noo i gotta go to timmies today!!,neg,why is it raining!!  noo i gotta go to timmies today!!,0.0,0.0,neg
0,"Sunday lazy afternoon !, Too hot to bike ",neg,Sunday lazy afternoon ! Too hot to bike ,-0.03125,0.925,neg
4,@danwickline of course they do they have to know when to crash the party ,pos, of course they do they have to know when to crash the party ,0.0,0.0,neg
4,"Going to check my Myspace, look up some FF games to buy, and if all else fails, maybe designing a self-logo would be fun. ",pos,Going to check my Myspace look up some FF games to buy and if all else fails maybe designing a selflogo would be fun. ,-0.1,0.25,pos
0,"in computer class, photo booth doesn't  work ",neg,in computer class photo booth doesnt  work ,0.0,0.0,neg
0,@holycrap09 whyyy? ,neg, whyyy? ,0.0,0.0,neg
0,Is not having a good day today. ,neg,Is not having a good day today. ,0.7,0.6000000000000001,pos
0,@LORIandEEBUL u answer ur phone!!!!  DOH   i was eating.,neg, u answer ur phone!!!!  DOH   i was eating.,0.0,0.0,neg
0,@calltheromans poo ,neg, poo ,0.0,0.0,neg
4,http://twitpic.com/6si8u - Yummy yummy Sushi!  I am a happy camper!! The thought of this definitely got me through my dumb cardio move!,pos,  Yummy yummy Sushi!  I am a happy camper!! The thought of this definitely got me through my dumb cardio move!,0.17708333333333334,0.6666666666666666,pos
4,Danced the night away with some friends last night  awesome time!,pos,Danced the night away with some friends last night  awesome time!,0.5,0.5333333333333333,pos
4,"@PerlaFHudson When will Slash's album be out? Soooo looking forwards to that!! Really, I cannot wait! It's gonna be soo sick!xx  hi to all",pos, When will Slashs album be out? Soooo looking forwards to that!! Really I cannot wait! Its gonna be soo sick!xx  hi to all,0.25,0.2,neg
4,Vegi soup ,pos,Vegi soup ,0.0,0.0,pos
4,"@mileycyrus ...100% agree, that and watching funny videos on youtube ...cheer up, life will get better when you least expect it ",pos, ...100 agree that and watching funny videos on youtube ...cheer up life will get better when you least expect it ,0.15,0.6333333333333333,pos
0,"We are going to neuter Marley. He is too agggressive with intact dogs and with our other lab (neutered). Hopefully, that will help. ",neg,We are going to neuter Marley. He is too agggressive with intact dogs and with our other lab neutered. Hopefully that will help. ,-0.125,0.375,neg
4,@Talkmaster Hi Neal. Can u name 1 thing Obama has done right? Just one and I'll b happy. U really miss &quot;W&quot; don't you... ,pos, Hi Neal. Can u name 1 thing Obama has done right? Just one and Ill b happy. U really miss quotWquot dont you... ,0.19642857142857145,0.6839285714285714,neg
4,is writing now! setting up desk to do so ,pos,is writing now! setting up desk to do so ,0.0,0.0,neg
4,Thanx @womeninbiz  for the follow ! ,pos,Thanx   for the follow ! ,0.0,0.0,pos
4,@SaraJChipps Sometimes... When we're feeling utterly defeated.  But before that comes a lot of muttering and/or swearing.,pos, Sometimes... When were feeling utterly defeated.  But before that comes a lot of muttering andor swearing.,0.0,1.0,neg
0,is exploring twitter - and partied too much last night!  Must get back to work!,neg,is exploring twitter  and partied too much last night!  Must get back to work!,0.0,0.03333333333333333,neg
4,"Yay, mac mini works with my Sony Bravia! Now, I only need one more cable in order to start The Secret Project. Happy ",pos,Yay mac mini works with my Sony Bravia! Now I only need one more cable in order to start The Secret Project. Happy ,0.225,0.8,pos
4,@tiarakartika yup2  can't wait to see u soon!,pos, yup2  cant wait to see u soon!,0.0,0.0,pos
4,"@valcoda Goodness sakes, well, good luck with that.    Be well!",pos, Goodness sakes well good luck with that.    Be well!,0.875,0.6000000000000001,pos
4,"@selenagomez  But since you been gone I can breathe for the first time I'm so movin' on, yeah yeah  hehehe nice song! i like too! ",pos,  But since you been gone I can breathe for the first time Im so movin on yeah yeah  hehehe nice song! i like too! ,0.59375,0.6666666666666666,pos
0,ugh! i'm so ready to go home! but i'm still here at work till 10! booo! i've been here since 1! my feet hurt! ,neg,ugh! im so ready to go home! but im still here at work till 10! booo! ive been here since 1! my feet hurt! ,0.6103515625,0.5,neg
0,@lynforbes  wish I could help!,neg,  wish I could help!,0.0,0.0,neg
4,"When I went to the Michael W Smith concert in Hamilton, there was an awesome Christian Country music band named Big Valley!  Loved them! ",pos,When I went to the Michael W Smith concert in Hamilton there was an awesome Christian Country music band named Big Valley!  Loved them! ,0.46875,0.475,pos
4,bought new shoes in freo today ,pos,bought new shoes in freo today ,0.13636363636363635,0.4545454545454545,pos
0,"@PerezHilton I envy you a LOT, i want to be @LadyGaGa BFF ",neg, I envy you a LOT i want to be  BFF ,0.0,0.0,neg
4,"Whoa, tomorrow is my birthday, i want a polairoid camera with film and a easy bake oven  haha Happy Birthday Melissa &amp; Misa ",pos,Whoa tomorrow is my birthday i want a polairoid camera with film and a easy bake oven  haha Happy Birthday Melissa amp Misa ,0.4777777777777778,0.7111111111111111,pos
4,getting some new songs for my ipod!! thanks annie mac ,pos,getting some new songs for my ipod!! thanks annie mac ,0.20653409090909086,0.3272727272727273,pos
4,@kennorberg...will you actually Tweet?    You don't have the cycles!  LOL  ,pos,...will you actually Tweet?    You dont have the cycles!  LOL  ,0.4,0.4,pos
0,Wide awake - body thinks I'm going clubbing ,neg,Wide awake  body thinks Im going clubbing ,-0.1,0.4,neg
0,Went out early this morning to look at some cars. Couldn't find anything that was just perfect ,neg,Went out early this morning to look at some cars. Couldnt find anything that was just perfect ,0.55,0.65,pos
0,I have a hitch in my giddy up ,neg,I have a hitch in my giddy up ,0.0,0.0,neg
0,My head feels liked a clogged toilet ,neg,My head feels liked a clogged toilet ,0.2833333333333333,0.4,neg
4,"@JMMARob Hey, Robbie! How's things? You should dl tweetdeck_organizes all your peeps into groups. ",pos, Hey Robbie! Hows things? You should dl tweetdeck_organizes all your peeps into groups. ,0.0,0.0,pos
4,"@matthewebel I see your point! And yes, many aspects of the pre are pretty drool-worthy ",pos, I see your point! And yes many aspects of the pre are pretty droolworthy ,0.375,0.75,pos
4,aww' i LOOOVE! my girlfriends  (yn) soo.. muuuch ,pos,aww i LOOOVE! my girlfriends  yn soo.. muuuch ,0.375,0.9,pos
4,"@chile_pepper If that doesn't bring us luck, I don't know what will! ",pos, If that doesnt bring us luck I dont know what will! ,0.0,0.0,pos
4,That'll do just now lol ,pos,Thatll do just now lol ,0.8,0.7,pos
0,@phraktyl the Tony's r my most fav award show too    u?,neg, the Tonys r my most fav award show too    u?,0.5,0.5,pos
4,Two very lovely ladies on #Page3 of this mornings Sun news paper ,pos,Two very lovely ladies on Page3 of this mornings Sun news paper ,0.65,0.975,pos
0,Does anyone else thinks that the wolf effect in the New Moon Trailer was bad? ,neg,Does anyone else thinks that the wolf effect in the New Moon Trailer was bad? ,-0.2818181818181817,0.5606060606060606,neg
0,OMG I think my turtle is dying and I dont know what to do......... ,neg,OMG I think my turtle is dying and I dont know what to do......... ,0.0,0.0,neg
0,Another Monday morning ,neg,Another Monday morning ,0.0,0.0,pos
4,@markbrown83 hehehe! Shame grass is way too wet. Have abandoned garden in favour of garden box construction!! Tools screws ! Job done ,pos, hehehe! Shame grass is way too wet. Have abandoned garden in favour of garden box construction!! Tools screws ! Job done ,-0.1953125,0.4,neg
4,"laying in my car listening to Lines, Vines, and Trying Times. I DON'T WANT TO GO TO CLASS. JB at 130 ",pos,laying in my car listening to Lines Vines and Trying Times. I DONT WANT TO GO TO CLASS. JB at 130 ,0.0,0.0,neg
4,I haz joe trohman hurrr again ,pos,I haz joe trohman hurrr again ,0.0,0.0,neg
4,Sounds like a plan jacobman  but im havin lunch with my ma,pos,Sounds like a plan jacobman  but im havin lunch with my ma,0.0,0.0,neg
0,Summer school starts today ,neg,Summer school starts today ,0.0,0.0,neg
0,@AnnabelKaye sorry not to be able to attend your lunch  in York that day,neg, sorry not to be able to attend your lunch  in York that day,0.0,0.8125,neg
0,at the hospital in fairfield.. been here all day!!!!! &amp; I'm hungry ,neg,at the hospital in fairfield.. been here all day!!!!! amp Im hungry ,0.0,0.0,neg
4,@97sec oh lala hiya sweets  hope you are having a good morning  (blowing sweet kisses to ya),pos, oh lala hiya sweets  hope you are having a good morning  blowing sweet kisses to ya,0.5249999999999999,0.625,pos
4,@bjfletcher you can only escape the politics for so long. it'll hunt you down eventually ,pos, you can only escape the politics for so long. itll hunt you down eventually ,-0.06851851851851852,0.562962962962963,neg
0,Trod on my new phone last night and cracked the screen. Vendor says warranty doesn't cover damage. Dammit wtf is the warranty good for?!? ,neg,Trod on my new phone last night and cracked the screen. Vendor says warranty doesnt cover damage. Dammit wtf is the warranty good for?!? ,0.1278409090909091,0.5303030303030303,neg
4,its cold..might have a nice hot shower ,pos,its cold..might have a nice hot shower ,0.425,0.925,pos
4,"loves her makeup.  Just created a fabulous look, adding a TwitPic link soon, hopefully!",pos,loves her makeup.  Just created a fabulous look adding a TwitPic link soon hopefully!,0.5,1.0,pos
0,reading...arggg ,neg,reading...arggg ,0.0,0.0,pos
4,@foxy151518 I take it your chief doesn't follow your tweets?? ,pos, I take it your chief doesnt follow your tweets?? ,0.0,0.0,pos
0,@Nikki_I Adam and yvonne planned a night out For graduation/a going away gathering. I wanted you to be there ,neg, Adam and yvonne planned a night out For graduationa going away gathering. I wanted you to be there ,0.0,0.0,neg
4,We have completed our Fridge Frame Commercial..... http://is.gd/Jo9k check out our commercial ,pos,We have completed our Fridge Frame Commercial.....  check out our commercial ,0.0,0.0,pos
0,Blackberry bout to die  still @ the hard rock doing documentary shit!!,neg,Blackberry bout to die  still  the hard rock doing documentary shit!!,-0.20138888888888887,0.44722222222222224,neg
4,i did it. ,pos,i did it. ,0.0,0.0,neg
4,"@marginatasnaily lol im gaining followers!!! going to walk the doggy, will b back later to continue this divine chat  x",pos, lol im gaining followers!!! going to walk the doggy will b back later to continue this divine chat  x,0.3333333333333333,0.2333333333333333,neg
0,@officialnjonas WTF?? what are you doing on SC??..i don't have that channel.. ,neg, WTF?? what are you doing on SC??..i dont have that channel.. ,-0.5,1.0,pos
0,Gettin ready 4 party still.......people gettin here in bout 8-10 minutes...........................TWEET!!!!  Sorry @Toe u can't b here ,neg,Gettin ready 4 party still.......people gettin here in bout 810 minutes...........................TWEET!!!!  Sorry  u cant b here ,-0.005859375,0.75,neg
4,@chrys73 glad u're ok!  the situation is always the same mmmm,pos, glad ure ok!  the situation is always the same mmmm,0.375,0.5416666666666666,pos
0,So many Fantasy Factory tweets today. And none of them from me  Maybe I'll have some tomorrow!?! We'll see!!!,neg,So many Fantasy Factory tweets today. And none of them from me  Maybe Ill have some tomorrow!?! Well see!!!,-0.25,0.75,neg
4,"@legallove Ok, let's do this  Werkse!",pos, Ok lets do this  Werkse!,0.625,0.5,pos
4,@SasaLoves i love the dress...it can go with so many different things..good find ,pos, i love the dress...it can go with so many different things..good find ,0.3333333333333333,0.5666666666666668,pos
4,@aalmishal ???? ?? ?????  ????? ????? ?????? ??????,pos, ???? ?? ?????  ????? ????? ?????? ??????,0.0,0.0,pos
4,"Got back from working at the Foster's, then hung out with Brooke and Holly for a bit. ",pos,Got back from working at the Fosters then hung out with Brooke and Holly for a bit. ,0.0,0.0,neg
0,"@missxseptemberk nope, because then I'd miss my wifey.  &lt;3",neg, nope because then Id miss my wifey.  lt3,0.0,0.0,neg
0,@chathuraw ???? ???? ????.....  ???? ???? ??????? ?? ???...,neg, ???? ???? ????.....  ???? ???? ??????? ?? ???...,0.0,0.0,pos
0,I have an very heavy lab laying on my back sound asleep. He.s so cute i hate that i can't keep him with me! ,neg,I have an very heavy lab laying on my back sound asleep. He.s so cute i hate that i cant keep him with me! ,-0.07200000000000001,0.59,neg
0,my friends don't do twitter  sadd,neg,my friends dont do twitter  sadd,0.0,0.0,neg
4,@dobes Really? I'd think that would be extremely annoying ,pos, Really? Id think that would be extremely annoying ,-0.30000000000000004,0.55,neg
4,"grad. party, work 12-4, out with seth after...i love summer ",pos,grad. party work 124 out with seth after...i love summer ,0.5,0.6,pos
4,@nerdboner thanks for the vote of confidence from the gallery. ,pos, thanks for the vote of confidence from the gallery. ,0.2,0.2,pos
0,Is still stuck in the office working! ,neg,Is still stuck in the office working! ,0.0,0.0,neg
4,Brought the kiddlets to the art museum. Loved the jap. tea house! ,pos,Brought the kiddlets to the art museum. Loved the jap. tea house! ,0.875,0.8,neg
4,reeeeeally has to start going to sleep earlier.   ,pos,reeeeeally has to start going to sleep earlier.   ,0.0,0.5,neg
4,"@caniszczyk we'd probably have done it differently if we didn't have a whole legacy plugin layer to support. How, I'm not so sure. ",pos, wed probably have done it differently if we didnt have a whole legacy plugin layer to support. How Im not so sure. ,0.2333333333333333,0.6296296296296297,neg
0,New version of Google Chrome out http://tr.im/m5aU...but still no Mac version ,neg,New version of Google Chrome out  still no Mac version ,0.13636363636363635,0.4545454545454545,neg
0,My neighbour is havin a rather noisy party and its past bedtime ,neg,My neighbour is havin a rather noisy party and its past bedtime ,-0.25,0.25,neg
0,@Getbendernow Wasnt me that called. ,neg, Wasnt me that called. ,0.0,0.0,pos
0,It was all too much after my problems with Barclaycard this weekend. Spent half an hour in the bank trying to sort it out ,neg,It was all too much after my problems with Barclaycard this weekend. Spent half an hour in the bank trying to sort it out ,-0.022222222222222216,0.15555555555555556,neg
4,@marshallsheldon Kiddo? And I could actually watch that on my phone! Funny!! I can't wait to watch it tomorrow! ,pos, Kiddo? And I could actually watch that on my phone! Funny!! I cant wait to watch it tomorrow! ,0.244140625,0.55,neg
0,My dog tried to attack me bc I said his orange sweater was gay ,neg,My dog tried to attack me bc I said his orange sweater was gay ,0.4166666666666667,0.5833333333333334,neg
4,"i got new headphones XD, im &lt;3'n the weather bring on a water fight!!!! woop woop  xx",pos,i got new headphones XD im lt3n the weather bring on a water fight!!!! woop woop  xx,0.33291903409090906,0.4545454545454545,pos
0,@AVJaysonAV I am at the bottom ,neg, I am at the bottom ,0.0,0.0,neg
4,@thebrbb I'll miss ya too. It was fun.  we'll have to make it intentional and catch up next year!  Good luck on your finals!! ,pos, Ill miss ya too. It was fun.  well have to make it intentional and catch up next year!  Good luck on your finals!! ,0.2,0.45,pos
4,Going hang out with Camille  fun time,pos,Going hang out with Camille  fun time,0.3,0.2,pos
0,Won't be able to twitter till Monday.. hate being internetless. ,neg,Wont be able to twitter till Monday.. hate being internetless. ,-0.15000000000000002,0.7625,neg
4,Hi everybody. Lots of tweets in  the last 14 hours.  Outside gloomy and windy.,pos,Hi everybody. Lots of tweets in  the last 14 hours.  Outside gloomy and windy.,0.0,0.05833333333333333,pos
0,VIP Tickets to the US Open for the Second day in a row!!!! and i have to get up in 3 ours to go   haha,neg,VIP Tickets to the US Open for the Second day in a row!!!! and i have to get up in 3 ours to go   haha,0.06666666666666668,0.26666666666666666,pos
0,Look at this fucking thing  http://bit.ly/nn24L,neg,Look at this fucking thing  ,-0.6,0.8,pos
0,@LaYeNNy  I want some!!!!!,neg,  I want some!!!!!,0.0,0.0,neg
0,@tommcfly so jealous of you right now ,neg, so jealous of you right now ,0.2857142857142857,0.5357142857142857,neg
4,@Bearbearina bought tickets in advance this morning ,pos, bought tickets in advance this morning ,0.0,0.0,pos
4,@ggw_bach Would you like to link to http://allabout-energy.com?   I think you'll resonate with it's content and energy.   I'd love 2 link,pos, Would you like to link to ?   I think youll resonate with its content and energy.   Id love 2 link,0.5,0.6,pos
4,Going to see Muse at the 02  have to wait till november though ,pos,Going to see Muse at the 02  have to wait till november though ,0.0,0.0,pos
4,@jaybob82 i'm glad you went too. i think you'd been very remiss if you had missed her wedding ,pos, im glad you went too. i think youd been very remiss if you had missed her wedding ,0.35,0.65,pos
0,"Just dropped Maws off at the airport for a week away, miss her already ",neg,Just dropped Maws off at the airport for a week away miss her already ,0.0,0.0,neg
0,@lianster Dresses! LOVE! Hey -- missed you ,neg, Dresses! LOVE! Hey  missed you ,0.625,0.6,pos
4,Gnight  xoxo,pos,Gnight  xoxo,0.0,0.0,pos
0,Test tweet. &amp; Facebook update.  Hopefully this gets out (Connectivity issues  ),neg,Test tweet. amp Facebook update.  Hopefully this gets out Connectivity issues  ,0.0,0.0,pos
0,got to go now.i got to do homework ,neg,got to go now.i got to do homework ,0.0,0.0,neg
4,Had a wonderful time with him again tonight! ,pos,Had a wonderful time with him again tonight! ,1.0,1.0,pos
4,@NaturallyRobyn girl i was partyin las night...im so tired...i had to get my rest cuz imma be right back out there 2nite ,pos, girl i was partyin las night...im so tired...i had to get my rest cuz imma be right back out there 2nite ,0.14285714285714285,0.26785714285714285,neg
0,"http://twitpic.com/7o7wv - Anyone know what kind of spider this is? Just found him, a web and 3 big eggs in my garage ",neg,  Anyone know what kind of spider this is? Just found him a web and 3 big eggs in my garage ,0.3,0.5,pos
0,Wish i could be seeing kathy griffin tonight ,neg,Wish i could be seeing kathy griffin tonight ,0.0,0.0,neg
4,That's no pizza delivery man!  That's the Green Lantern! ,pos,Thats no pizza delivery man!  Thats the Green Lantern! ,-0.25,0.3,neg
0,my throat really hurts ,neg,my throat really hurts ,0.2,0.2,neg
0,Red itchy eyes and a blocked up nose  go away hay fever... LEAVE!,neg,Red itchy eyes and a blocked up nose  go away hay fever... LEAVE!,0.0,0.0,neg
4,Also check out http://bit.ly/GuWb7  This is what my kid's going to be like...someday. ,pos,Also check out   This is what my kids going to be like...someday. ,0.0,0.0,pos
0,"is enjoying at here, but tomorrow going back ler..  http://plurk.com/p/y6yna",neg,is enjoying at here but tomorrow going back ler..  ,0.25,0.3,pos
4,@Terracegirl Well it certainly gave me a laugh ,pos, Well it certainly gave me a laugh ,0.2571428571428571,0.3357142857142857,pos
4,@MadelineHolt thanks for the add i'm tring to get more followers on twitterbut its just so hard to advertise myself. Tweet lol ,pos, thanks for the add im tring to get more followers on twitterbut its just so hard to advertise myself. Tweet lol ,0.3020833333333333,0.4854166666666666,pos
4,@WCEllis  I feeling MUCH better about the Lakers' situation now. Thank you for asking ,pos,  I feeling MUCH better about the Lakers situation now. Thank you for asking ,0.5,0.5,pos
4,@Nyleen_luv MM IM HAVENT BUT SOME DAY IM SURE ,pos, MM IM HAVENT BUT SOME DAY IM SURE ,0.5,0.8888888888888888,pos
0,Back 2 normal weather ,neg,Back 2 normal weather ,0.075,0.325,neg
0,@CraigAVP aw im sorry  i know that feeling. It sucks.,neg, aw im sorry  i know that feeling. It sucks.,-0.4,0.65,neg
0,headache ,neg,headache ,0.0,0.0,neg
4,@ameera_bh u know why? bcoz now u have followers that care  and u care about the followers!,pos, u know why? bcoz now u have followers that care  and u care about the followers!,0.0,0.0,pos
4,Defying Gravity from Wicked! I haven't listened to this for so long. Brings back awesome old memories. ,pos,Defying Gravity from Wicked! I havent listened to this for so long. Brings back awesome old memories. ,0.2625,0.4,neg
0,Running out of ways to procrastinate; really should go get panning folder sorted for next year! ,neg,Running out of ways to procrastinate really should go get panning folder sorted for next year! ,0.1,0.1,neg
4,@joshboulton  I should be doing history.....,pos,  I should be doing history.....,0.0,0.0,pos
0,"@adykins COOKING FAIL TALAGA. It's too late, it's in our sad stomachs na. Bawi nalang ako next time. ",neg, COOKING FAIL TALAGA. Its too late its in our sad stomachs na. Bawi nalang ako next time. ,-0.325,0.475,neg
4,@Tachyonpython my cousin is friends with Gabe from Cobra ,pos, my cousin is friends with Gabe from Cobra ,0.0,0.0,pos
0,Day off!  Time to clean ,neg,Day off!  Time to clean ,0.3666666666666667,0.7000000000000001,pos
0,Wish I was going to Glastonbury this year  http://tinyurl.com/mbjth4,neg,Wish I was going to Glastonbury this year  ,0.0,0.0,neg
0,"@xoxKittyxox it's not letting me vote, either ",neg, its not letting me vote either ,0.0,0.0,neg
0,"@ChrisJakob okey, just.. AHH, U r an idiot ",neg, okey just.. AHH U r an idiot ,-0.8,0.8,pos
0,@vickinguyen awwww I'm sorry that sucks I can't believe that ,neg, awwww Im sorry that sucks I cant believe that ,-0.1,0.7333333333333333,neg
0,@Michael_Mooney no and I didn't make the butcher's mass either  but in other ways.,neg, no and I didnt make the butchers mass either  but in other ways.,-0.125,0.375,neg
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",neg, cant afford to see Angels and Demons so i watched it for free ,0.4,0.8,neg
0,thunderstorm  im scared,neg,thunderstorm  im scared,0.0,0.0,neg
4,My wish came true!  see u,pos,My wish came true!  see u,0.4375,0.65,neg
4,Going to see john's sister's baby ,pos,Going to see johns sisters baby ,0.0,0.0,pos
4,"@Artowngirl That's a nice invitation   I haven't been there before, so I may be slightly late.  Warning: I am ravished! I'll DM mobile #",pos, Thats a nice invitation   I havent been there before so I may be slightly late.  Warning I am ravished! Ill DM mobile ,-0.09166666666666667,0.8666666666666667,neg
4,"@KChenoweth SO jealous! Godot and Hair sound GREAT. Personally, Next to Normal is my first priority. ",pos, SO jealous! Godot and Hair sound GREAT. Personally Next to Normal is my first priority. ,0.32,0.4266666666666665,pos
4,voting for my favorites (teens choice awards) i hope @DavidArchie will win and Vanessa Hudgens too ,pos,voting for my favorites teens choice awards i hope  will win and Vanessa Hudgens too ,0.8,0.4,pos
4,hi again - how is everyone (or should it be how are everyone?) ,pos,hi again  how is everyone or should it be how are everyone? ,0.0,0.0,pos
4,"4 levels to go ... yay, I can see light again ",pos,4 levels to go ... yay I can see light again ,0.4,0.7,pos
0,im not happy with this weather   ,neg,im not happy with this weather   ,-0.4,1.0,neg
4,is listening to emma deigmans cover of just dance and thinks its cool ,pos,is listening to emma deigmans cover of just dance and thinks its cool ,0.35,0.65,pos
4,Home from school  thank God,pos,Home from school  thank God,0.0,0.0,pos
4,Watching North Korea v. Iran soccer match...who should I root for? Lmao! ,pos,Watching North Korea v. Iran soccer match...who should I root for? Lmao! ,0.75,1.0,neg
4,@CyranDorman that's good news  now you can show the world your clean clothes!,pos, thats good news  now you can show the world your clean clothes!,0.5791666666666666,0.6500000000000001,pos
4,I learned if you put a smiley face at the end of a rude message that people don't take the message as offensive  lol,pos,I learned if you put a smiley face at the end of a rude message that people dont take the message as offensive  lol,0.25,0.6499999999999999,pos
0,"@Justasimplegirl ooh yes, blackberries + awesomee. but my parents would never buy me one.  what's the dare?",neg, ooh yes blackberries  awesomee. but my parents would never buy me one.  whats the dare?,0.0,0.0,neg
0,@springlamb god i know what a shock ,neg, god i know what a shock ,0.0,0.0,pos
0,Oh em gee....wide awake and hella tired but ii cant sleep ,neg,Oh em gee....wide awake and hella tired but ii cant sleep ,-0.4,0.7,neg
4,@abuchanterrell no worries. glad you caught it on time ,pos, no worries. glad you caught it on time ,0.5,1.0,pos
4,just downloaded Adobe Photoshop 7. May find my pics and remove the fat. ,pos,just downloaded Adobe Photoshop 7. May find my pics and remove the fat. ,0.0,0.0,neg
0,@j0nnny sigh.  ,neg, sigh.  ,0.0,0.0,neg
0,@Jo0Lz i hope not.. i couldn't do it if the little guy suddenly started to look sad ,neg, i hope not.. i couldnt do it if the little guy suddenly started to look sad ,-0.22916666666666666,0.6666666666666666,neg
4,@MeshMeshEre  awwrr cool happy belated birthday if id known sooner i wud have sed on the day  how old r you ??,pos,  awwrr cool happy belated birthday if id known sooner i wud have sed on the day  how old r you ??,0.4166666666666667,0.6166666666666666,pos
4,No internet isn't so bad when I have entertainment.  ,pos,No internet isnt so bad when I have entertainment.  ,-0.6999999999999998,0.6666666666666666,neg
